Return ID,Customer Name,Product Name,Status,Pincode
2521,Saanvi Mitter,Charger,Pending,086982
2522,Chakradhar Saini,Camera,Approved,150420
2523,Harini Arora,Air Purifier,Rejected,219803
2524,Urmi Bali,Drone,Approved,808211
2525,Bimala Manne,Drone,Pending,290486
2526,Qasim Pillai,Charger,Approved,798392
2527,Ekani Mander,Camera,Approved,321796
2528,Arunima Tiwari,CPU,Approved,665871
2529,Baghyawati Saxena,Drone,Rejected,607872
2530,Vedhika Varughese,Drone,Rejected,645633
2531,Gautami Nagi,Earbuds,Rejected,571445
2532,Ira Kant,Drone,Approved,552364
2533,Nitesh Toor,Earbuds,Approved,524371
2534,Balveer Comar,Charger,Pending,936052
2535,Tristan Anand,Earbuds,Pending,375972
2536,Yug Parmer,AC,Rejected,526664
2537,Damyanti Seth,Air Purifier,Approved,798472
2538,Urmi Bhatt,Earbuds,Approved,706681
2539,Varenya Pant,CPU,Approved,224238
2540,Anvi Sur,Camera,Approved,160997
2541,Frado Khatri,Camera,Rejected,830410
2542,Ganga Dora,AC,Approved,510025
2543,Falguni Choudhary,CPU,Approved,092563
2544,Max Zacharia,Camera,Rejected,657225
2545,Damyanti Bansal,Camera,Approved,683059
2546,Nihal Dara,Drone,Approved,513149
2547,Nathan Dhingra,Charger,Rejected,106214
2548,Kevin Bava,Camera,Approved,024816
2549,Radha Mammen,Charger,Rejected,335124
2550,Daksha Iyer,Drone,Approved,991856
2551,Harsh Walla,Camera,Pending,179540
2552,Ria Madan,CPU,Rejected,455025
2553,George Pai,CPU,Approved,314913
2554,Gaurav D’Alia,Camera,Rejected,735441
2555,Aachal Randhawa,Drone,Approved,250720
2556,Charan Mall,Earbuds,Rejected,767937
2557,Vansha Buch,Drone,Pending,877284
2558,Balendra Kunda,CPU,Approved,267260
2559,Yatin Agarwal,Drone,Rejected,880080
2560,Qabil Taneja,Air Purifier,Approved,355849
2561,Ojasvi Parsa,CPU,Pending,762730
2562,Ryan Gala,Air Purifier,Pending,103885
2563,Diya Goel,CPU,Rejected,498251
2564,Samuel Sharma,CPU,Approved,316552
2565,Farhan Parikh,AC,Pending,983204
2566,Jagvi Chandran,Charger,Approved,703905
2567,Eiravati Bandi,Charger,Pending,850832
2568,Nathan Gandhi,Charger,Approved,372413
2569,Kai Ganesan,AC,Approved,670860
2570,Yamini Mohan,Drone,Pending,710435
2571,Vivaan Menon,Air Purifier,Rejected,184306
2572,Jai Sahota,Camera,Rejected,390738
2573,Ryan Venkatesh,Earbuds,Rejected,748313
2574,Udarsh Reddy,Air Purifier,Rejected,291796
2575,Sara Bhagat,AC,Approved,221860
2576,Ekapad Garde,Charger,Rejected,237258
2577,Chanchal Sarna,Earbuds,Approved,322503
2578,Chandani Borra,AC,Approved,509918
2579,Vinaya Sidhu,AC,Pending,644716
2580,Dalbir Chaudry,AC,Approved,218179
2581,Yashasvi Sharaf,CPU,Rejected,133397
2582,Aadi De,Charger,Approved,558253
2583,Eshana Raman,Drone,Rejected,895314
2584,Gautami Subramanian,Air Purifier,Rejected,840538
2585,Darsh Ramakrishnan,Drone,Approved,303368
2586,Jeet Joshi,AC,Approved,358459
2587,Bimala Kohli,Charger,Approved,085074
2588,Janani Dugal,Charger,Rejected,706618
2589,Vedika Chada,Earbuds,Pending,711791
2590,Vaishnavi Toor,Camera,Rejected,860693
2591,Yahvi Lanka,Drone,Pending,117255
2592,Vansha Lanka,CPU,Approved,170021
2593,Neel Bhat,Earbuds,Approved,952675
2594,Eta Dayal,CPU,Rejected,982060
2595,Onveer Vig,AC,Rejected,775409
2596,Janaki Iyengar,Drone,Approved,852239
2597,Ekbal Kunda,Camera,Pending,609905
2598,Theodore Baria,CPU,Rejected,057134
2599,Bachittar Basak,CPU,Rejected,034392
2600,Anay Kannan,Drone,Rejected,037145
2601,Kalpit Sachdev,CPU,Approved,871450
2602,Tanveer Chaudhry,AC,Rejected,986709
2603,Tarak Kar,Air Purifier,Pending,306750
2604,Wridesh Butala,Charger,Rejected,325932
2605,Falan Ram,Air Purifier,Approved,735156
2606,Nathaniel Tandon,Air Purifier,Rejected,993450
2607,Harsh Chopra,Air Purifier,Rejected,104716
2608,Gauri Sandhu,CPU,Approved,387933
2609,Eesha Sankaran,Drone,Pending,293960
2610,Mitesh Rege,Earbuds,Approved,949097
2611,Hemang Kaul,CPU,Approved,749983
2612,Patrick Ghosh,AC,Rejected,581290
2613,Gauri Kumar,Air Purifier,Approved,136333
2614,Gabriel Parsa,Air Purifier,Approved,916869
2615,Shivani Tak,Camera,Rejected,998508
2616,Noah Chhabra,Air Purifier,Approved,887546
2617,Leena Garde,Air Purifier,Rejected,412009
2618,Lajita Bhat,Drone,Approved,279401
2619,Charita Ben,CPU,Rejected,293266
2620,Zilmil Sodhi,Drone,Approved,653434
2621,Chameli Prasad,Drone,Rejected,370690
2622,Naksh Sankaran,Camera,Rejected,593369
2623,Alka Walia,Camera,Rejected,629948
2624,Diya Nadig,Air Purifier,Approved,007623
2625,Ethan Ratta,Drone,Approved,881299
2626,Wriddhish Dave,CPU,Pending,294469
2627,Pahal Master,Charger,Rejected,335183
2628,Thomas Butala,Air Purifier,Rejected,010742
2629,Faraj Hans,Charger,Rejected,473888
2630,Frado Raghavan,AC,Rejected,843326
2631,Ayaan Gopal,Air Purifier,Approved,349750
2632,Sneha Zacharia,Charger,Rejected,396218
2633,Viraj Khatri,Drone,Approved,472875
2634,Yuvraj Sankar,Earbuds,Approved,102743
2635,Vihaan Hegde,Air Purifier,Approved,547029
2636,Udyati Shenoy,Earbuds,Pending,185076
2637,Mitali Bala,Camera,Rejected,793441
2638,Girindra Garde,CPU,Approved,511219
2639,Gavin Pradhan,Camera,Approved,733637
2640,Oni Krish,Charger,Rejected,960157
2641,Omya Mohan,Charger,Approved,504652
2642,Hemani Deo,CPU,Pending,671589
2643,Kai Yadav,Air Purifier,Approved,030074
2644,Michael Chatterjee,Camera,Rejected,643855
2645,Yashica Kala,Air Purifier,Approved,890889
2646,Udarsh Devan,AC,Pending,034012
2647,Yagnesh Chauhan,Drone,Rejected,945207
2648,Mitesh Pingle,Earbuds,Rejected,032748
2649,Thomas Borde,Camera,Rejected,849964
2650,Udant Din,Air Purifier,Approved,245316
2651,Ayush Saran,CPU,Rejected,566863
2652,Kritika Pall,CPU,Rejected,715878
2653,Chasmum Dugal,Air Purifier,Rejected,159727
2654,Anirudh Varty,AC,Pending,222971
2655,Qabil Subramaniam,CPU,Rejected,989105
2656,Owen Dalal,Camera,Rejected,061681
2657,Madhavi Sama,AC,Approved,811179
2658,Amrita Narayanan,Camera,Rejected,825300
2659,Tarak Nath,Camera,Rejected,886944
2660,Udarsh Iyengar,Drone,Rejected,818409
2661,Balhaar Tripathi,Camera,Approved,371191
2662,Thomas Shanker,Earbuds,Rejected,632212
2663,Harinakshi Gopal,AC,Rejected,127805
2664,Ishita Bumb,Charger,Rejected,809062
2665,Hamsini Kala,AC,Rejected,144418
2666,Balhaar Sarkar,Drone,Approved,721454
2667,Lakshmi Srinivasan,Drone,Approved,234237
2668,Yutika Misra,Charger,Rejected,082346
2669,Yauvani Sagar,Charger,Rejected,999616
2670,Jalsa Raman,Air Purifier,Approved,897162
2671,Robert Handa,Camera,Approved,211224
2672,Tanvi Kala,Earbuds,Rejected,169634
2673,Vansha Apte,Charger,Approved,744060
2674,Yashodhara Chandra,Camera,Approved,283668
2675,Anirudh Shenoy,Earbuds,Rejected,913220
2676,Bishakha Sachdeva,Camera,Approved,933587
2677,Aarna Narayan,Earbuds,Rejected,272459
2678,Vihaan Kumar,Drone,Pending,751644
2679,Logan Kale,Drone,Approved,674343
2680,Frado Chakrabarti,Charger,Rejected,557277
2681,Sudiksha Sibal,Drone,Approved,740459
2682,Lohit Parmar,Drone,Approved,332504
2683,Vasana Tiwari,Drone,Pending,487857
2684,Tanay Ramaswamy,Charger,Approved,349212
2685,Prisha Dada,AC,Approved,899012
2686,Nakul Luthra,CPU,Approved,400835
2687,Saumya Chada,Drone,Pending,875208
2688,Aarav Bala,AC,Pending,285363
2689,Veer Deshpande,Earbuds,Approved,566999
2690,Yashodhara Karan,AC,Approved,961845
2691,Omisha Gopal,Drone,Pending,984937
2692,Abhimanyu Mand,Drone,Approved,517168
2693,Rehaan Chaudhari,AC,Pending,896585
2694,Girindra Bassi,Earbuds,Approved,192221
2695,Maanav Sanghvi,Air Purifier,Approved,261854
2696,Ojas Balakrishnan,Air Purifier,Rejected,317344
2697,Agastya Jhaveri,Charger,Approved,866081
2698,Charan Bhatia,Air Purifier,Approved,034170
2699,Falan Chandra,CPU,Approved,462036
2700,Gagan Guha,Air Purifier,Approved,656759
2701,Ekalinga Sathe,Drone,Rejected,949477
2702,Vaishnavi Randhawa,CPU,Approved,497692
2703,Imaran Panchal,AC,Rejected,609807
2704,Daksh Mand,Charger,Rejected,079594
2705,Eshana Mital,Camera,Pending,574960
2706,Xiti Peri,Charger,Pending,256438
2707,Vedhika Samra,Camera,Rejected,660279
2708,Orinder Mistry,Earbuds,Approved,207447
2709,Caleb Badal,Earbuds,Pending,889487
2710,Harshil Kakar,Camera,Approved,230765
2711,Avi Krishnamurthy,AC,Pending,789013
2712,Ronith Misra,Camera,Rejected,363374
2713,Zayan Majumdar,CPU,Pending,516298
2714,Yuvraj Doctor,Earbuds,Rejected,406353
2715,Aachal Barad,Charger,Rejected,689803
2716,Samesh Wadhwa,Earbuds,Pending,624480
2717,Neha Gokhale,Air Purifier,Approved,477764
2718,Hemang Maharaj,Charger,Pending,173872
2719,Jasmit Patla,CPU,Pending,596696
2720,Turvi Mani,AC,Rejected,784504
2721,Falan Cheema,CPU,Pending,377523
2722,Amruta Zacharia,CPU,Rejected,968611
2723,Qabil Mangat,CPU,Approved,134505
2724,Madhavi Parekh,Camera,Rejected,952759
2725,Karan Kunda,AC,Approved,696695
2726,Qadim Uppal,Air Purifier,Approved,735884
2727,Farhan Agrawal,CPU,Rejected,416891
2728,Patrick Butala,Camera,Rejected,698609
2729,Rajeshri Lad,Air Purifier,Approved,215516
2730,Jack Singhal,Earbuds,Rejected,376186
2731,Ikbal Thaman,AC,Approved,888887
2732,George Bhasin,Charger,Rejected,728613
2733,Gunbir Tandon,Camera,Rejected,526358
2734,Suhani Hora,Charger,Approved,308375
2735,Amruta Krishnan,Charger,Approved,640996
2736,Vritti Saxena,Drone,Rejected,398390
2737,Adya Bassi,Air Purifier,Rejected,253107
2738,Krisha Trivedi,AC,Rejected,221786
2739,Bhavya De,CPU,Approved,615638
2740,Vasatika Samra,Earbuds,Rejected,211015
2741,Ayaan Jhaveri,AC,Approved,028506
2742,Unnati Gaba,Air Purifier,Approved,368646
2743,Dalaja Maharaj,Drone,Approved,368585
2744,Divya Sule,Earbuds,Pending,547892
2745,Unnati Bava,Camera,Approved,923702
2746,Sai Mallick,Charger,Approved,481166
2747,Nachiket Bose,Earbuds,Rejected,032824
2748,Chatresh Raman,Charger,Approved,441289
2749,Amara Mukhopadhyay,Drone,Approved,562609
2750,Warda Chakrabarti,Earbuds,Rejected,107579
2751,Vinaya Das,Drone,Rejected,186131
2752,Vyanjana Sehgal,Camera,Approved,557497
2753,Libni Deshmukh,Air Purifier,Rejected,172365
2754,Dayamai Gill,CPU,Rejected,072268
2755,Finn Deol,Charger,Approved,085189
2756,Upma Mitra,Camera,Pending,257645
2757,Wakeeta Pandey,Charger,Rejected,832805
2758,Bimala Issac,Drone,Rejected,706817
2759,Vasatika Gopal,AC,Approved,368978
2760,Ayush Gill,Earbuds,Approved,244021
2761,Imaran Deo,Camera,Rejected,826365
2762,Sudiksha Bedi,Air Purifier,Rejected,485238
2763,Zashil Agrawal,Camera,Rejected,895546
2764,Yashawini Borra,AC,Approved,958903
2765,Sai Sabharwal,CPU,Approved,626322
2766,Samuel Mann,CPU,Approved,701942
2767,Leena Kar,Drone,Rejected,289183
2768,Ishani Chadha,Camera,Approved,185982
2769,Jeet Ahluwalia,AC,Approved,076292
2770,Anya Chakrabarti,Air Purifier,Approved,044213
2771,Ishani Ram,Air Purifier,Rejected,278369
2772,Devansh Kakar,Drone,Approved,445754
2773,Sanya Korpal,Earbuds,Pending,040102
2774,Darsh Jhaveri,Earbuds,Approved,458369
2775,Faris Bala,CPU,Approved,584626
2776,Kashish Rattan,AC,Approved,957825
2777,Madhavi Dasgupta,Charger,Pending,671240
2778,Udarsh Ghosh,CPU,Rejected,015343
2779,Anirudh Choudhary,Drone,Rejected,273289
2780,Champak Seshadri,Camera,Approved,541140
2781,Gaurav Banerjee,AC,Rejected,028840
2782,Azad Gaba,Charger,Approved,210482
2783,Vrinda Gupta,CPU,Rejected,035259
2784,Raksha Arora,Drone,Approved,526005
2785,Elijah Gokhale,Earbuds,Rejected,995699
2786,Vedant Dewan,Drone,Rejected,555230
2787,Tamanna Mitra,Drone,Rejected,941022
2788,Watika Chhabra,Earbuds,Pending,833668
2789,Yagnesh Choudhury,Charger,Rejected,573664
2790,Parth Pillay,CPU,Rejected,584083
2791,Zilmil Dasgupta,Earbuds,Pending,262478
2792,Lakshmi Vig,Drone,Rejected,789669
2793,Ridhi Parekh,CPU,Rejected,279401
2794,Avi Uppal,Air Purifier,Approved,613076
2795,Deepa Chopra,Drone,Rejected,980289
2796,Chaman Bose,AC,Rejected,421284
2797,Tanish Sani,CPU,Approved,159741
2798,Nathan Handa,Earbuds,Approved,884322
2799,Rehaan Pall,Camera,Rejected,114157
2800,Lajita Kuruvilla,Drone,Approved,278773
2801,Maya Solanki,Earbuds,Approved,582813
2802,Nitesh Deshmukh,Camera,Pending,514649
2803,Aditya Virk,AC,Approved,112378
2804,Shaurya Dixit,Camera,Approved,106957
2805,Anjali Samra,CPU,Rejected,364900
2806,Isaac Andra,Earbuds,Rejected,723680
2807,Naksh Aggarwal,Camera,Rejected,328911
2808,Inaya Divan,Charger,Rejected,927862
2809,Harish Vyas,AC,Pending,548993
2810,Dayamai Ghose,Earbuds,Rejected,569243
2811,Jagdish Mannan,AC,Rejected,912609
2812,Harrison Srinivasan,Drone,Approved,772769
2813,Ladli Bhavsar,Drone,Pending,781780
2814,Aarini Walla,Drone,Approved,287579
2815,Gaurika Dhar,Drone,Rejected,555471
2816,Adya Goyal,Charger,Rejected,303796
2817,Bakhshi Gokhale,Earbuds,Rejected,213783
2818,Bhavini Manda,Air Purifier,Approved,904349
2819,Isha Dyal,AC,Pending,451504
2820,Vasatika Chakrabarti,Earbuds,Rejected,831894
2821,Hemani Bal,Camera,Approved,318864
2822,Eesha Sandal,Drone,Pending,025049
2823,Ekavir Mani,Earbuds,Rejected,603475
2824,Hamsini Mani,CPU,Approved,960079
2825,Hema Singhal,Earbuds,Rejected,189713
2826,Advay Peri,CPU,Pending,385675
2827,Yashodhara Baria,Charger,Pending,887524
2828,Nitesh Keer,Charger,Rejected,498522
2829,Chandran Sundaram,Air Purifier,Rejected,623114
2830,Lopa Vohra,CPU,Pending,413972
2831,Finn Tiwari,AC,Approved,667090
2832,Oni Chand,Camera,Approved,353555
2833,Balhaar Rajagopal,AC,Approved,408124
2834,Gautami Dora,Camera,Rejected,983629
2835,Hema Maharaj,Camera,Rejected,119847
2836,Deepa Varma,Drone,Rejected,391514
2837,Zehaan Dave,Camera,Rejected,916059
2838,Robert Gopal,Air Purifier,Rejected,496285
2839,Hema Khare,Drone,Approved,247438
2840,Advaith Brar,Charger,Rejected,576934
2841,Jeevika Wagle,Drone,Approved,873058
2842,Siddharth Mall,Drone,Pending,468794
2843,Yug Munshi,Drone,Approved,517818
2844,Hiral Walia,Charger,Rejected,056208
2845,Bakhshi Roy,Drone,Approved,434163
2846,Yasti Kaur,CPU,Rejected,003329
2847,Saanvi Bumb,CPU,Approved,344739
2848,Gautami Kant,Charger,Approved,487228
2849,Raghav Sandhu,Camera,Rejected,146691
2850,Gaurav Patla,CPU,Rejected,850978
2851,Sanaya Bala,Charger,Pending,103710
2852,Azaan Vora,Earbuds,Approved,695486
2853,Jagat Chad,Drone,Approved,065988
2854,Chakradev Murthy,AC,Rejected,256681
2855,Tamanna Pandit,AC,Rejected,486173
2856,Bhavani Bakshi,Charger,Rejected,753530
2857,Omya Bains,Air Purifier,Rejected,915453
2858,Suhani Korpal,AC,Rejected,716025
2859,Chasmum Chauhan,CPU,Pending,392901
2860,Siddharth Luthra,CPU,Pending,834318
2861,Vanya Parmar,AC,Approved,698407
2862,Vyanjana Sabharwal,AC,Approved,520915
2863,Yamini Doshi,AC,Rejected,381311
2864,Krishna Ganesan,Air Purifier,Rejected,230386
2865,Zayyan Datta,Earbuds,Approved,910905
2866,Patrick Maharaj,Camera,Rejected,077424
2867,Chandani Vig,Camera,Approved,540087
2868,Vyanjana Ganesan,Charger,Approved,916252
2869,Nitara Gole,Charger,Rejected,156873
2870,Gaurav Mishra,CPU,Approved,917450
2871,Wyatt Gara,AC,Rejected,603103
2872,Urvi Dhar,AC,Approved,301864
2873,Finn Chadha,Earbuds,Approved,796810
2874,Tristan Iyengar,Air Purifier,Approved,063883
2875,Ekbal Borah,Drone,Rejected,389217
2876,Tanvi Dora,AC,Rejected,505002
2877,Sarthak Sharma,Drone,Approved,124473
2878,Rishi Swamy,Earbuds,Rejected,748036
2879,Ekanta Chaudhuri,AC,Approved,579514
2880,Udyati Borra,Air Purifier,Approved,379348
2881,Nirja Sekhon,Air Purifier,Rejected,780190
2882,Lila Krishnan,Air Purifier,Pending,281187
2883,Unni Mander,Drone,Rejected,271596
2884,Vrinda Sem,Drone,Approved,039909
2885,Krishna Dey,AC,Rejected,201618
2886,Bimala Varughese,Earbuds,Pending,309667
2887,Falan Bhandari,Camera,Approved,888128
2888,Shaurya Zacharia,Charger,Approved,298946
2889,Priya Maharaj,Camera,Rejected,208405
2890,Samar Goyal,AC,Approved,163791
2891,Nidhi Peri,Drone,Approved,293547
2892,Neha Balasubramanian,Drone,Approved,193195
2893,Abhiram Singhal,Charger,Rejected,129927
2894,Sanaya Dayal,CPU,Approved,823089
2895,Nachiket Viswanathan,Charger,Approved,545184
2896,Harita Srinivasan,Earbuds,Approved,205304
2897,Tarak Pillai,CPU,Rejected,744408
2898,Henry Seth,Air Purifier,Approved,651354
2899,Pavani Jayaraman,Air Purifier,Pending,104933
2900,Anvi Nath,Drone,Approved,404232
2901,Yochana Amble,AC,Approved,177076
2902,Elijah Narayan,CPU,Approved,678293
2903,Yashvi Mander,AC,Approved,096857
2904,Hiral Chaudhary,Drone,Rejected,012052
2905,Kashvi Swaminathan,Drone,Rejected,093107
2906,Quincy Venkatesh,Earbuds,Approved,602165
2907,Yuvraj Grewal,Drone,Approved,867940
2908,Abdul Mandal,CPU,Approved,479146
2909,Manthan Gade,Earbuds,Rejected,554921
2910,Oscar Setty,Charger,Approved,868665
2911,Jagrati Dube,Camera,Pending,418807
2912,Mason Gulati,Air Purifier,Approved,298899
2913,Rudra Sarin,Earbuds,Approved,680842
2914,Rayaan Pradhan,Charger,Rejected,483859
2915,Mekhala Chaudhuri,Camera,Rejected,473016
2916,Oliver Hora,Air Purifier,Pending,958607
2917,Daksh De,Air Purifier,Approved,954376
2918,Shravya Badal,Drone,Rejected,472055
2919,Ekavir Dube,AC,Pending,828881
2920,Ishwar Shetty,Charger,Approved,381507
2921,Aashi Sarna,AC,Rejected,804365
2922,Isaac Andra,CPU,Rejected,681658
2923,Mugdha Sawhney,Earbuds,Rejected,231251
2924,Pranav Luthra,Air Purifier,Approved,344848
2925,Abhiram Maharaj,CPU,Pending,507702
2926,Peter Oza,AC,Approved,652980
2927,Leena Kar,Drone,Approved,581342
2928,Ekansh Iyer,Camera,Pending,224752
2929,Hardik Handa,Camera,Approved,271030
2930,Waida Deol,Camera,Rejected,783987
2931,Jacob Ahuja,Air Purifier,Approved,273833
2932,Gauri Dubey,Charger,Rejected,263682
2933,Bhavani Tiwari,CPU,Rejected,758661
2934,Madhav Kala,Earbuds,Rejected,911451
2935,Alka Nori,Air Purifier,Rejected,344856
2936,Xalak Nagy,AC,Pending,295349
2937,Jasmit Pai,AC,Rejected,399547
2938,Adweta Issac,AC,Approved,552525
2939,Samesh Mann,Camera,Approved,811561
2940,Vasudha Sabharwal,Camera,Approved,746220
2941,Oviya Mander,AC,Pending,379647
2942,Qarin Sampath,Camera,Rejected,582091
